Volume,5DayVol,30DayVol,252DayVol,Close30DRatio,Close60DRatio,Close252DRatio,CloseChange,Close5DayChange,Close10DayChange,Close60DayChange,y
,,,,,,,,,,,True
-0.4886967212784119,,,,,,,0.07942985421642756,,,,True
-0.20049698220022483,,,,,,,0.010063709425855327,,,,True
-0.16480978986034756,,,,,,,-0.04140760740267102,,,,True
-0.3973634656517888,,,,,,,0.010775223057123196,,,,True
-0.22785887250337833,-0.2958451662988303,,,,,,0.018018814635467395,0.015375998786440493,,,True
-0.1244719174258131,-0.2230002055283105,,,,,,-0.01630987233821357,-0.003771946524487735,,,True
-0.16339670520934158,-0.21558015013013385,,,,,,-0.03900143057057692,-0.013584974523774185,,,True
-0.05367157087870189,-0.1933525063338047,,,,,,0.00352908881402092,-0.004597635280435797,,,True
0.8581701560657096,0.057754218009694956,,,,,,-0.020709198295277176,-0.01089451955091587,,,True
0.6544372510193388,0.23421344271423838,,,,,,0.012568590298895677,-0.011984564418230214,0.001695717184105139,,True
-0.6591999289030497,0.12726784041879108,,,,,,-0.014776882911476386,-0.011677966532882778,-0.007724956528685256,,True
0.13490770209073633,0.18692872187880666,,,,,,0.01569845824427296,-0.0007379887699128007,-0.007161481646843493,,True
-0.14740151208270502,0.168182733638006,,,,,,0.007087976368853388,-2.6211258946307048e-05,-0.002311923269691052,,True
-0.18530830418425226,-0.04051295841198634,,,,,,9.776488514545711e-05,0.00413518137713822,-0.0033796690868888256,,True
1.141669280379511,0.056933447460048095,,,,,,0.029518106260708832,0.007525084569500851,-0.002229739924364682,,True
-0.09825899477794542,0.16912163428506893,,,,,,0.020601988239230096,0.014600858799642147,0.0014614461333796846,,True
0.3805145283895779,0.21824299954483725,,,,,,0.03711625585446643,0.01888441832168084,0.00907321477588402,,True
-0.010701323385197137,0.24558303728433883,,,,,,0.004574387431332649,0.018381700534176693,0.009177744637615193,,True
-0.1350453990363243,0.25563561831392445,,,,,,0.017589307872924564,0.021880009131732513,0.013007595254435367,,True
